# Score Result
| ID | length | state | recall | prec | matched_brackets | gold_brackets | test_brackets | cross_brackets | words | correct_tags | tag_accracy |
| 645|       7|      0|    0.00|  0.00|                 0|              3|              3|               0|      7|             7|            1|
| 646|       9|      0|    0.00|  0.00|                 0|              3|              3|               0|      9|             9|            1|
| 647|       7|      0|    0.00|  0.00|                 0|              3|              3|               0|      7|             7|            1|
| 648|       8|      0|    0.00|  0.00|                 0|              3|              3|               0|      8|             8|            1|
| 649|       7|      0|    0.00|  0.00|                 0|              3|              3|               0|      7|             7|            1|
| 650|      52|      0|    0.00|  0.00|                 0|              6|             17|               6|     52|            52|            1|

=================================================================================================================================================
Number of sentence:	651.00
Number of Error sentence:	0.00
Number of Skip  sentence:	0.00
Number of Valid sentence:	651.00
Bracketing Recall:	8.23
Bracketing Precision:	7.29
Bracketing FMeasure:	7.73
Complete match:	6.76
Average crossing:	4.84
No crossing:	29.80
Tagging accuracy:	100.00
